"","X","movie_name","rating","types","year","duration","audience_rating","expert_rating"
"9586",9586,"LITTLE MAN TATE","PG","Drama, Kids & Family",1991,"1h39m",73,66
"9587",9587,"LITTLE MANHATTAN","PG","Comedy, Drama, Kids & Family, Romance",2005,"1h30m",77,86
"9588",9588,"LITTLE MEN","PG","Documentary, Drama, Kids & Family",1998,"1h38m",14,79
"9589",9589,"LITTLE MEN","PG","Drama",2016,"1h25m",97,63
"9590",9590,"THE LITTLE MERMAID: ARIEL'S BEGINNING","G","Animation, Kids & Family",2008,"1h17m",33,56
"9591",9591,"LITTLE MISS SUNSHINE","R","Comedy",2006,"1h42m",91,91
"9592",9592,"LITTLE MONSTERS","PG","Comedy, Kids & Family, Science Fiction & Fantasy",1989,"1h43m",44,62
"9593",9593,"LITTLE MONSTERS","NR","Comedy, Horror",2019,"1h34m",80,100
"9594",9594,"LITTLE NICKY","PG-13","Comedy",2000,"1h30m",22,56
"9595",9595,"LITTLE NIKITA","PG","Action & Adventure, Drama, Mystery & Suspense",1988,"1h38m",54,45
"9596",9596,"LITTLE ODESSA","R","Action & Adventure, Drama, Mystery & Suspense",1995,"1h38m",61,70
"9597",9597,"LITTLE PINK HOUSE","NR","Drama",2018,"1h39m",76,80
"9598",9598,"LITTLE RED WAGON","PG","Drama, Kids & Family",2012,"1h44m",45,61
"9599",9599,"LITTLE SECRETS","PG","Comedy, Drama, Kids & Family",2002,"1h34m",60,58
"9600",9600,"LITTLE SISTER","NR","Comedy",2016,"1h31m",94,56
"9601",9601,"THE LITTLE VAMPIRE","PG","Action & Adventure, Comedy, Kids & Family",2000,"1h37m",55,55
"9602",9602,"LITTLE VOICE","R","Art House & International, Comedy, Drama",1998,"1h36m",79,74
"9603",9603,"LITTLE WHITE LIE","NR","Documentary, Drama, Kids & Family, Special Interest",2014,"1h5m",80,80
"9604",9604,"LITTLE WHITE LIES","NR","Art House & International, Comedy, Drama",2012,"2h34m",42,64
"9605",9605,"LITTLE WOMEN","PG-13","Drama",2018,"1h52m",30,70
"9606",9606,"LITTLE WOODS","R","Drama",2019,"1h45m",95,53
"9607",9607,"LITTLEROCK","NR","Comedy, Drama",2011,"1h23m",82,71
"9608",9608,"THE LITTLEST REBEL","PG","Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts",1935,"1h13m",89,71
"9609",9609,"LIVE AND LET DIE","PG","Action & Adventure, Mystery & Suspense",1973,"2h1m",66,64
"9610",9610,"LIVE AT THE FOXES DEN","NR","Drama",2013,"1h43m",0,74
"9611",9611,"LIVE BY NIGHT","R","Drama",2017,"2h9m",35,41
"9612",9612,"LIVE DIE REPEAT: EDGE OF TOMORROW","PG-13","Drama, Science Fiction & Fantasy",2014,"1h53m",91,90
"9613",9613,"LIVE FLESH (CARNE TRÉMULA)","R","Art House & International, Drama",1998,"1h43m",81,87
"9614",9614,"LIVE FOREVER (LIVE FOREVER: THE RISE AND FALL OF BRIT POP)","R","Art House & International, Documentary, Musical & Performing Arts",2003,"1h24m",80,83
"9615",9615,"LIVE FREE OR DIE HARD","PG-13","Action & Adventure, Mystery & Suspense",2007,"2h9m",82,86
"9616",9616,"LIVE-IN MAID","NR","Art House & International, Comedy, Drama",2007,"1h27m",100,75
"9617",9617,"LIVE NUDE GIRLS","R","Comedy",1995,"1h32m",38,39
"9618",9618,"LIVE NUDE GIRLS UNITE!","NR","Documentary, Special Interest",2000,"1h10m",82,63
"9619",9619,"LIVE TWICE, LOVE ONCE (VIVIR DOS VECES)","NR","Comedy, Drama",NA,"",50,72
"9620",9620,"LIVING AMONG US","NR","Horror",2018,"1h21m",14,74
"9621",9621,"THE LIVING DAYLIGHTS","PG","Action & Adventure, Mystery & Suspense",1987,"2h10m",73,66
"9622",9622,"LIVING IN EMERGENCY: STORIES OF DOCTORS WITHOUT BORDERS","NR","Documentary, Special Interest",2010,"1h33m",93,79
"9623",9623,"LIVING IN OBLIVION","R","Comedy, Drama",1995,"1h31m",88,87
"9624",9624,"LIVING IS EASY WITH EYES CLOSED","NR","Art House & International, Drama",2014,"1h48m",94,77
"9625",9625,"LIVING OUT LOUD","R","Comedy, Drama",1998,"1h33m",59,63
"9626",9626,"THE LIVING WAKE","PG-13","Art House & International, Comedy, Drama",2010,"1h31m",47,71
"9627",9627,"LIYANA","NR","Animation, Art House & International, Documentary",2018,"1h17m",97,74
"9628",9628,"LIZ & DICK","NR","Drama, Television",2012,"1h20m",33,19
"9629",9629,"LIZZIE","R","Drama",2018,"1h45m",66,48
"9630",9630,"LIZZIE BORDEN TOOK AN AX","NR","Drama, Television",NA,"1h30m",40,34
"9631",9631,"THE LIZZIE MCGUIRE MOVIE","PG","Comedy, Kids & Family",2003,"1h33m",41,49
"9632",9632,"LLOYD THE CONQUEROR","R","Comedy",NA,"1h35m",80,46
"9633",9633,"LO AND BEHOLD, REVERIES OF THE CONNECTED WORLD","PG-13","Documentary",2016,"1h38m",93,67
"9634",9634,"LOCAL COLOR","R","Drama",2006,"1h39m",35,58
"9635",9635,"LOCAL HERO","PG","Art House & International, Comedy, Drama",1983,"1h50m",100,87
"9636",9636,"LOCK, STOCK AND TWO SMOKING BARRELS","R","Action & Adventure, Comedy, Drama, Mystery & Suspense",1999,"1h45m",75,93
"9637",9637,"LOCKE","R","Drama, Mystery & Suspense",2014,"1h24m",91,72
"9638",9638,"LOCKER 13","R","Drama, Mystery & Suspense",2014,"1h35m",13,53
"9639",9639,"LOCKOUT","PG-13","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",2012,"1h35m",38,46
"9640",9640,"LOCO LOVE","PG","Comedy, Romance",2003,"1h34m",20,30
"9641",9641,"THE LOCUSTS","R","Drama",1997,"2h3m",18,44
"9642",9642,"LOGAN","R","Action & Adventure, Drama, Science Fiction & Fantasy",2017,"2h17m",93,90
"9643",9643,"LOGAN LUCKY","PG-13","Comedy",2017,"1h59m",92,76
"9644",9644,"LOGAN'S RUN","PG","Action & Adventure, Drama, Science Fiction & Fantasy",1976,"1h58m",62,67
"9645",9645,"LOGGERHEADS","PG-13","Art House & International, Drama, Romance",2005,"1h33m",73,65
"9646",9646,"LOINS OF PUNJAB PRESENTS","NR","Comedy, Drama",2007,"1h28m",64,72
"9647",9647,"LOITERING WITH INTENT","NR","Comedy, Drama",2015,"1h15m",33,26
"9648",9648,"LOL","NR","Art House & International, Comedy, Drama",2006,"1h21m",100,33
"9649",9649,"LOL","PG-13","Comedy",2012,"1h37m",17,51
"9650",9650,"LOLA VERSUS","R","Comedy",2012,"1h26m",36,31
"9651",9651,"LONDON BOULEVARD","R","Drama, Mystery & Suspense",2011,"1h43m",38,30
"9652",9652,"LONDON MON AMOUR (MES AMIS, MES AMOURS)","NR","Art House & International, Comedy, Romance",2008,"1h39m",63,41
"9653",9653,"LONDON FIELDS","R","Mystery & Suspense",2018,"1h58m",0,48
"9654",9654,"LONDON HAS FALLEN","R","Action & Adventure",2016,"1h39m",28,51
"9655",9655,"LONDON RIVER","NR","Art House & International, Drama",2011,"1h27m",91,67
"9656",9656,"LONDON: THE MODERN BABYLON","NR","Documentary, Special Interest",2013,"2h5m",89,82
"9657",9657,"LONDON TOWN","R","Drama",2016,"1h32m",53,68
"9658",9658,"LONDON'S FINEST (HACKNEY'S FINEST)","NR","Action & Adventure, Comedy, Mystery & Suspense",NA,"1h29m",40,33
"9659",9659,"THE LONE RANGER AND THE LOST CITY OF GOLD","G","Classics, Western",1958,"1h20m",60,71
"9660",9660,"LONE SURVIVOR","R","Action & Adventure, Drama",2014,"2h1m",75,87
"9661",9661,"LONE WOLF AND CUB - BABY CART AT THE RIVER STYX (KOZURE ÔKAMI: SANZU NO KAWA NO UBAGURUMA) (SHOGUN ASSASSIN)","NR","Action & Adventure, Art House & International",1972,"1h21m",100,91
"9662",9662,"LONE WOLF AND CUB - SWORD OF VENGEANCE (KOZURE ÔKAMI: KOWOKASHI UDEKASHI TSUKAMATSURU)","NR","Action & Adventure, Art House & International, Drama",1972,"1h23m",83,90
"9663",9663,"LONE WOLF MCQUADE","PG","Action & Adventure, Drama",1983,"1h47m",57,66
"9664",9664,"THE LONELINESS OF THE LONG DISTANCE RUNNER","NR","Classics, Drama",1962,"1h43m",73,87
"9665",9665,"LONELY ARE THE BRAVE","NR","Drama, Western",1962,"1h47m",93,85
"9666",9666,"THE LONELY GUY","R","Comedy",1984,"1h30m",48,47
"9667",9667,"LONELY HEARTS","R","Drama, Mystery & Suspense",2006,"1h47m",47,49
"9668",9668,"LONESOME JIM","R","Comedy, Drama",2006,"1h31m",60,57
"9669",9669,"LONG WEEKEND (NATURE'S GRAVE)","R","Drama, Horror, Mystery & Suspense",2008,"1h28m",0,15
"9670",9670,"THE LONG GRAY LINE","NR","Classics, Drama",1955,"2h18m",100,76
"9671",9671,"THE LONG KISS GOODNIGHT","R","Action & Adventure, Mystery & Suspense",1996,"2h0m",70,70
"9672",9672,"LONG LIFE, HAPPINESS & PROSPERITY","NR","Art House & International, Comedy, Drama, Kids & Family, Romance",2004,"1h31m",29,62
"9673",9673,"THE LONG, LONG TRAILER","G","Classics, Comedy, Romance",NA,"1h36m",38,77
"9674",9674,"LONG LOST","NR","Drama, Mystery & Suspense",2019,"1h35m",75,77
"9675",9675,"THE LONG RIDERS","R","Action & Adventure, Western",1980,"1h40m",83,74
"9676",9676,"THE LONG SHIPS","NR","Action & Adventure, Art House & International, Classics, Drama",1964,"2h5m",50,39
"9677",9677,"LONG SHOT","R","Comedy",2019,"2h3m",81,74
"9678",9678,"LONG SHOT THE KEVIN LAUE STORY","PG-13","Documentary",2012,"1h33m",67,90
"9679",9679,"LONG TIME COMING: A 1955 BASEBALL STORY","NR","Documentary, Sports & Fitness",2018,"1h27m",71,67
"9680",9680,"LONG WAY NORTH (TOUT EN HAUT DU MONDE)","PG","Action & Adventure, Animation, Art House & International",2016,"1h21m",98,76
"9681",9681,"LONG WEEKEND","NR","Horror, Mystery & Suspense",1979,"1h52m",88,67
"9682",9682,"THE LONGEST DAY","G","Action & Adventure, Classics, Drama",1962,"3h0m",87,90
"9683",9683,"THE LONGEST YARD","PG-13","Comedy, Drama",2005,"1h53m",31,62
"9684",9684,"LONGING","NR","Drama",2018,"1h40m",75,NA
"9685",9685,"THE LONGSHOTS","PG","Comedy, Drama",2008,"1h34m",41,61
"9686",9686,"LOOK AT US NOW, MOTHER!","NR","Documentary",2016,"1h26m",80,94
"9687",9687,"LOOK AWAY","NR","Mystery & Suspense",2018,"1h43m",17,53
"9688",9688,"LOOK WHO'S TALKING","PG-13","Comedy, Romance",1989,"1h30m",56,47
"9689",9689,"LOOK WHO'S TALKING NOW","PG-13","Comedy, Kids & Family",1993,"1h37m",0,29
"9690",9690,"LOOK WHO'S TALKING, TOO","PG-13","Comedy",1990,"1h21m",13,32
"9691",9691,"LOOKER","PG","Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",1981,"1h34m",29,42
"9692",9692,"LOOKIN' TO GET OUT","R","Comedy",1982,"1h45m",31,29
"9693",9693,"LOOKING FOR AN ECHO","R","Drama",1998,"1h37m",67,71
"9694",9694,"LOOKING FOR COMEDY IN THE MUSLIM WORLD","PG-13","Comedy",2006,"1h39m",42,27
"9695",9695,"LOOKING FOR ERIC","G","Art House & International, Comedy, Drama, Sports & Fitness",2010,"1h56m",85,78
"9696",9696,"LOOKING FOR PALLADIN","R","Comedy",2008,"1h55m",22,33
"9697",9697,"LOOKING FOR RICHARD","PG-13","Documentary, Drama, Musical & Performing Arts, Special Interest",1996,"1h49m",81,79
"9698",9698,"LOOKING GLASS","R","Mystery & Suspense",2018,"1h44m",21,10
"9699",9699,"THE LOOKOUT","R","Drama, Mystery & Suspense",2007,"1h39m",87,74
"9700",9700,"LOONEY TUNES: BACK IN ACTION","PG","Animation, Comedy, Kids & Family",2003,"1h31m",56,50
"9701",9701,"LOOPER","R","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",2012,"1h59m",93,82
"9702",9702,"LOOPERS: THE CADDIE'S LONG WALK","PG","Documentary, Sports & Fitness",2019,"1h20m",75,86
"9703",9703,"LOOSE CANNONS","R","Action & Adventure, Comedy, Mystery & Suspense",1990,"1h34m",0,26
"9704",9704,"LOOSIES","PG-13","Comedy, Drama, Romance",2012,"1h29m",22,34
"9705",9705,"LOOT","NR","Documentary, Special Interest",2009,"1h26m",60,73
"9706",9706,"LOOTERA","NR","Drama, Romance",2013,"2h16m",60,78
"9707",9707,"L' ORA DI RELIGIONE (IL SORRISO DI MIA MADRE) (THE RELIGION HOUR) (MY MOTHER'S SMILE)","NR","Art House & International, Comedy, Drama",2002,"1h43m",84,80
"9708",9708,"LORD BYRON","NR","Comedy, Drama",2011,"1h35m",71,33
"9709",9709,"LORD JIM","NR","Action & Adventure, Art House & International, Classics, Drama",1965,"2h34m",57,57
"9710",9710,"LORD OF ILLUSIONS","R","Horror",1995,"1h48m",60,52
"9711",9711,"LORD OF THE FLIES","R","Action & Adventure, Drama",1989,"1h30m",60,52
"9712",9712,"LORD OF THE FLIES","NR","Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",1963,"1h31m",91,63
"9713",9713,"THE LORD OF THE RINGS","PG","Animation, Drama, Kids & Family, Science Fiction & Fantasy",1978,"2h11m",52,64
"9714",9714,"LORD OF WAR","R","Action & Adventure, Drama, Mystery & Suspense",2005,"2h2m",61,84
"9715",9715,"LORDS OF CHAOS","R","Drama, Mystery & Suspense",2019,"1h52m",72,61
"9716",9716,"THE LORDS OF DISCIPLINE","R","Drama, Mystery & Suspense",1983,"1h43m",38,56
"9717",9717,"LORDS OF DOGTOWN","PG-13","Action & Adventure, Drama",2005,"1h46m",55,81
"9718",9718,"THE LORDS OF FLATBUSH","PG","Classics, Comedy, Drama, Romance",1974,"1h26m",64,42
"9719",9719,"LORE","NR","Art House & International, Drama",2013,"1h49m",94,76
"9720",9720,"LORENZO'S OIL","PG-13","Drama",1992,"2h15m",92,80
"9721",9721,"LORNA'S SILENCE","R","Art House & International, Drama",2008,"1h35m",86,69
"9722",9722,"LORO","NR","Comedy, Drama",2019,"2h38m",79,59
"9723",9723,"LOS ANGELES PLAYS ITSELF","NR","Documentary, Drama, Musical & Performing Arts, Special Interest, Television",2003,"2h49m",96,85
"9724",9724,"LOS OJOS DE JULIA (JULIA'S EYES)","NR","Art House & International, Horror, Mystery & Suspense",NA,"1h52m",90,68
"9725",9725,"LOSING CONTROL","R","Comedy",2012,"1h31m",7,55
"9726",9726,"LOSING ISAIAH","R","Drama, Mystery & Suspense",1995,"1h46m",45,73
"9727",9727,"THE LOSS OF A TEARDROP DIAMOND","PG-13","Drama, Romance",2009,"1h42m",27,40
"9728",9728,"LOST FOR WORDS","NR","Drama, Romance",2013,"1h47m",33,54
"9729",9729,"LOST AND DELIRIOUS","R","Drama, Romance",2001,"1h42m",51,78
"9730",9730,"LOST & FOUND","NR","Comedy, Drama",2019,"1h32m",73,33
"9731",9731,"LOST ANGELS: SKID ROW IS MY HOME","NR","Documentary, Special Interest",2012,"1h17m",100,85
"9732",9732,"THE LOST BOYS","R","Action & Adventure, Horror, Mystery & Suspense",1987,"1h37m",76,85
"9733",9733,"LOST BOYS OF SUDAN","NR","Documentary, Special Interest",2004,"1h30m",95,83
"9734",9734,"LOST BOYS: THE THIRST","R","Horror, Mystery & Suspense",NA,"1h22m",0,34
"9735",9735,"LOST BOYS: THE TRIBE","R","Horror",2008,"1h32m",0,25
"9736",9736,"LOST CHILD","NR","Drama, Mystery & Suspense",2018,"1h45m",55,75
"9737",9737,"LOST GIRLS","R","Drama, Mystery & Suspense",2020,"1h35m",72,52
"9738",9738,"LOST HIGHWAY","R","Drama, Horror, Mystery & Suspense",1997,"2h15m",61,87
"9739",9739,"LOST HORIZON","NR","Action & Adventure, Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy",1937,"2h12m",93,83
"9740",9740,"LOST IN AMERICA","R","Comedy",1985,"1h31m",97,77
"9741",9741,"LOST IN AMERICA","NR","Documentary",2020,"1h34m",100,100
"9742",9742,"LOST IN HONG KONG","NR","Art House & International, Comedy",2015,"1h54m",60,49
"9743",9743,"LOST IN LA MANCHA","R","Documentary, Musical & Performing Arts, Television",2003,"1h32m",94,77
"9744",9744,"LOST IN PARIS (PARIS PIEDS NUS)","NR","Art House & International, Comedy",2017,"1h25m",87,67
"9745",9745,"LOST IN SPACE","PG-13","Action & Adventure, Science Fiction & Fantasy",1998,"2h11m",28,24
"9746",9746,"LOST IN THAILAND","NR","Comedy",2013,"1h45m",67,49
"9747",9747,"LOST IN THE SUN","NR","",2015,"1h35m",20,37
"9748",9748,"LOST IN TRANSLATION","R","Comedy, Drama, Romance",2003,"1h42m",95,85
"9749",9749,"LOST IN YONKERS","PG","Comedy, Drama",1993,"1h52m",71,78
"9750",9750,"LOST RIVER","R","Mystery & Suspense, Science Fiction & Fantasy",2015,"1h45m",31,38
"9751",9751,"THE LOST SKELETON OF CADAVRA","PG","Comedy, Drama, Science Fiction & Fantasy",2004,"1h34m",53,85
"9752",9752,"LOST SOUL: THE DOOMED JOURNEY OF RICHARD STANLEY'S ISLAND OF DR. MOREAU","NR","Documentary, Special Interest",NA,"1h37m",100,87
"9753",9753,"LOST TRANSMISSIONS","NR","Drama",2020,"1h45m",54,50
"9754",9754,"THE LOST WEEKEND","NR","Classics, Drama, Romance",1945,"1h41m",97,90
"9755",9755,"THE LOST WORLD - JURASSIC PARK","PG-13","Action & Adventure, Horror, Science Fiction & Fantasy",1997,"2h14m",53,51
"9756",9756,"A LOT LIKE LOVE","PG-13","Comedy, Drama, Romance",2005,"1h47m",41,77
"9757",9757,"LOU ANDREAS-SALOMÉ: THE AUDACITY TO BE FREE","NR","Drama, Romance",2018,"1h53m",67,NA
"9758",9758,"LOUDER THAN A BOMB","NR","Documentary, Special Interest",2011,"1h40m",100,81
"9759",9759,"LOUDER THAN BOMBS","R","Drama",2016,"1h49m",73,52
"9760",9760,"LOUDER THAN WORDS","PG-13","Documentary, Drama, Kids & Family",2014,"1h33m",13,NA
"9761",9761,"LOUDMOUTH SOUP","NR","Comedy",2005,"1h35m",17,NA
"9762",9762,"LOUDQUIETLOUD: A FILM ABOUT THE PIXIES","NR","Documentary, Musical & Performing Arts",2006,"1h22m",68,77
"9763",9763,"LOUIE BLUIE","NR","Documentary, Musical & Performing Arts",1985,"1h0m",100,89
"9764",9764,"LOUIS C.K.: 2017","NR","Comedy",NA,"",95,75
"9765",9765,"LOUISE BOURGEOIS: THE SPIDER, THE MISTRESS AND THE TANGERINE","NR","Documentary, Musical & Performing Arts",2008,"1h39m",88,77
"9766",9766,"LOUISIANA STORY","NR","Classics, Documentary, Drama, Special Interest",1948,"1h17m",80,55
"9767",9767,"LOULOU","R","Art House & International, Drama, Romance",1980,"1h50m",86,74
"9768",9768,"LOVE AND OTHER DRUGS","R","Comedy, Drama, Romance",2010,"1h52m",49,53
"9769",9769,"LOVE, SEX & EATING THE BONES","R","Comedy, Romance",2004,"1h44m",57,46
"9770",9770,"LOVE","NR","Art House & International, Drama",2015,"",39,38
"9771",9771,"LOVE AAJ KAL","NR","Art House & International, Drama, Romance",NA,"2h22m",21,29
"9772",9772,"LOVE ACTUALLY","R","Comedy, Romance",2003,"2h15m",64,72
"9773",9773,"LOVE AFFAIR","G","Classics, Comedy, Drama, Romance",1939,"1h27m",86,71
"9774",9774,"LOVE AFFAIR","PG-13","Comedy, Drama, Romance",1994,"1h48m",30,68
"9775",9775,"LOVE AFTER LOVE","NR","Drama",2018,"1h31m",86,40
"9776",9776,"LOVE AND A .45","R","Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense",1994,"1h41m",83,70
"9777",9777,"LOVE AND BASKETBALL","PG-13","Drama, Romance",2000,"2h4m",83,95
"9778",9778,"LOVE AND DEATH","PG","Classics, Comedy, Drama",1975,"1h25m",100,90
"9779",9779,"LOVE AND DEATH ON LONG ISLAND","PG-13","Art House & International, Comedy, Drama",1998,"1h33m",87,58
"9780",9780,"LOVE & DEBT","NR","Comedy, Drama",NA,"1h38m",89,NA
"9781",9781,"LOVE & FRIENDSHIP","PG","Comedy, Drama",2016,"1h33m",97,60
"9782",9782,"LOVE AND HONOR","PG-13","Drama, Romance",2013,"1h36m",13,39
"9783",9783,"LOVE & MERCY","PG-13","Drama, Musical & Performing Arts",2015,"2h0m",89,85
"9784",9784,"LOVE AND OTHER CATASTROPHES","R","Comedy, Drama",1997,"1h16m",47,71
"9785",9785,"LOVE AND SAUCERS","NR","Documentary, Mystery & Suspense",NA,"1h7m",83,82
"9786",9786,"LOVE & SEX","R","Comedy, Romance",2000,"1h20m",47,76
"9787",9787,"LOVE AT FIRST CHILD (ANGE ET GABRIELLE)","NR","Art House & International, Comedy",NA,"1h31m",57,36
"9788",9788,"LOVE AT FIRST FIGHT","G","Comedy, Drama, Romance",2015,"1h38m",82,66
"9789",9789,"LOVE BEATS RHYMES","R","Drama, Musical & Performing Arts",2017,"1h46m",44,68
"9790",9790,"LOVE CRAZY","NR","Classics, Comedy",1941,"1h37m",100,82
"9791",9791,"LOVE CRIME","NR","Art House & International, Mystery & Suspense",2011,"1h46m",64,47
"9792",9792,"LOVE DON'T COST A THING","PG-13","Comedy, Romance",2003,"1h41m",13,65
"9793",9793,"LOVE FIELD","PG-13","Drama, Kids & Family",1992,"1h44m",40,56
"9794",9794,"LOVE FREE OR DIE","NR","Documentary, Special Interest, Faith & Spirituality",NA,"1h22m",57,100
"9795",9795,"LOVE, GILDA","NR","Documentary",2018,"1h26m",88,81
"9796",9796,"THE LOVE GURU","PG-13","Comedy",2008,"1h27m",14,33
"9797",9797,"LOVE HAPPENS","PG-13","Drama, Romance",2009,"1h49m",16,37
"9798",9798,"LOVE HUNTER","NR","Drama, Musical & Performing Arts",2014,"1h26m",83,90
"9799",9799,"LOVE IN THE AFTERNOON","NR","Classics, Comedy, Drama, Romance",1957,"2h10m",88,79
"9800",9800,"LOVE IN THE TIME OF CHOLERA","R","Drama, Romance",2007,"2h18m",26,45
"9801",9801,"LOVE IN THE TIME OF MONEY","R","Art House & International, Drama",2002,"1h29m",18,26
"9802",9802,"LOVE IS A MANY SPLENDORED THING","NR","Classics, Drama, Romance",1955,"1h42m",53,57
"9803",9803,"LOVE IS ALL YOU NEED","R","Comedy, Documentary, Drama, Special Interest, Romance",2013,"1h56m",75,59
"9804",9804,"LOVE IS BLIND","NR","Comedy, Drama, Romance",2019,"1h30m",40,44
"9805",9805,"LOVE IS COLDER THAN DEATH","NR","Art House & International, Comedy, Drama, Romance",1969,"1h28m",67,58
"9806",9806,"LOVE IS STRANGE","R","Drama, Special Interest",2014,"1h34m",93,66
"9807",9807,"LOVE IS THE DEVIL","NR","Drama",1998,"1h31m",68,62
"9808",9808,"LOVE IS THE DRUG (ADDICTED TO HER LOVE)","R","Drama",2006,"1h36m",60,50
"9809",9809,"LOVE IS THICKER THAN WATER","NR","Comedy, Romance",NA,"1h41m",43,NA
"9810",9810,"LOVE JONES","R","Comedy, Drama, Romance",1997,"1h48m",73,97
"9811",9811,"LOVE LIZA","R","Drama",2002,"1h30m",53,77
"9812",9812,"LOVE, MARILYN","NR","Documentary, Special Interest",2012,"1h45m",65,58
"9813",9813,"LOVE ME IF YOU DARE","R","Art House & International, Comedy, Drama, Romance",2004,"1h35m",44,89
"9814",9814,"LOVE ME OR LEAVE ME","NR","Classics, Drama, Musical & Performing Arts, Romance",1955,"2h2m",67,74
"9815",9815,"LOVE ME TENDER","NR","Classics, Drama, Musical & Performing Arts, Western",1956,"1h29m",55,65
"9816",9816,"LOVE N' DANCING","PG-13","Drama, Musical & Performing Arts, Romance",2008,"1h35m",17,42
"9817",9817,"LOVE POTION NO. 9","PG-13","Comedy, Drama, Romance",1992,"1h37m",25,43
"9818",9818,"LOVE RANCH","R","Drama",2010,"1h58m",13,28
"9819",9819,"LOVE, ROSIE","R","Comedy, Romance",2015,"1h42m",32,63
"9820",9820,"LOVE SERENADE","R","Art House & International, Comedy, Drama, Science Fiction & Fantasy, Romance",1997,"1h41m",90,81
"9821",9821,"LOVE, SIMON","PG-13","Drama",2018,"1h50m",91,88
"9822",9822,"LOVE SONGS","NR","Art House & International, Drama, Musical & Performing Arts, Romance",2008,"1h35m",61,78
"9823",9823,"LOVE STINKS","R","Comedy, Drama, Romance",1999,"1h34m",19,64
"9824",9824,"LOVE STORY","PG","Drama, Romance",1970,"1h39m",68,75
"9825",9825,"LOVE STREAMS","PG-13","Drama",1984,"2h16m",100,89
"9826",9826,"LOVE THE BEAST","R","Documentary, Special Interest",2009,"1h32m",61,72
"9827",9827,"LOVE THE COOPERS","PG-13","Comedy",2015,"1h47m",18,36
"9828",9828,"LOVE THE HARD WAY","R","Art House & International, Drama, Mystery & Suspense, Romance",2003,"1h50m",28,66
"9829",9829,"LOVE THY NATURE","NR","Documentary",2016,"1h16m",30,88
"9830",9830,"LOVE WEDDING MARRIAGE","PG-13","Comedy, Romance",2011,"1h30m",0,28
"9831",9831,"LOVE WEDDING REPEAT","NR","Comedy, Romance",NA,"1h40m",32,36
"9832",9832,"LOVE WITH THE PROPER STRANGER","NR","Classics, Comedy, Drama",1963,"1h42m",80,87
"9833",9833,"THE LOVED ONE","NR","Classics, Comedy",1965,"1h56m",47,77
"9834",9834,"LOVELACE","R","Drama",2013,"1h33m",53,36
"9835",9835,"LOVELESS (NELYUBOV)","R","Art House & International, Drama",2018,"2h7m",95,84
"9836",9836,"LOVELY MOLLY","R","Horror, Mystery & Suspense",2012,"1h40m",44,32
"9837",9837,"LOVELY, STILL","PG","Drama, Romance",2010,"1h30m",73,75
"9838",9838,"THE LOVER (L'AMANT)","R","Art House & International, Drama, Romance",1992,"1h43m",32,79
"9839",9839,"LOVER COME BACK","NR","Classics, Comedy, Romance",1961,"1h47m",90,77
"9840",9840,"LOVERBOY","R","Art House & International, Drama",2006,"1h27m",18,35
"9841",9841,"LOVES HER GUN","NR","Action & Adventure, Drama",2014,"1h39m",75,54
"9842",9842,"LOVE'S KITCHEN","PG-13","Comedy, Drama, Romance",2011,"1h30m",18,28
"9843",9843,"LOVE'S LABOUR'S LOST","PG","Comedy, Drama, Musical & Performing Arts, Romance",2000,"1h33m",49,40
"9844",9844,"LOVESICK","NR","Comedy",2014,"1h24m",29,21
"9845",9845,"LOVE WRECKED","PG","Comedy, Drama",NA,"1h26m",14,48
"9846",9846,"LOVING","PG-13","Drama",2016,"2h3m",89,76
"9847",9847,"LOVING PABLO","R","Art House & International, Drama",2018,"2h8m",31,35
"9848",9848,"LOVING VINCENT","PG-13","Animation, Drama",2017,"1h35m",85,86
"9849",9849,"LOW DOWN","R","Drama, Kids & Family",2014,"1h58m",50,50
"9850",9850,"A LOW DOWN DIRTY SHAME","R","Action & Adventure, Comedy",1994,"1h40m",0,71
"9851",9851,"LOW TIDE","R","Drama",2019,"1h26m",72,65
"9852",9852,"LOWER CITY (CIDADE BAIXA)","R","Art House & International, Drama",2006,"1h50m",60,57
"9853",9853,"LOWLIFE","NR","Comedy, Drama",2018,"1h36m",91,67
"9854",9854,"LU OVER THE WALL (YOAKE TSUGERU RÛ NO UTA)","PG","Animation, Anime & Manga, Art House & International, Comedy, Kids & Family",2018,"1h47m",78,66
"9855",9855,"LUCE","R","Drama, Mystery & Suspense",2019,"1h49m",90,77
"9856",9856,"LUCHA MEXICO","NR","Documentary",2016,"1h45m",69,62
"9857",9857,"LUCIA, LUCIA","R","Art House & International, Comedy, Drama, Mystery & Suspense",2003,"1h42m",45,53
"9858",9858,"LUCIFERINA","NR","Art House & International, Horror, Mystery & Suspense",2018,"1h51m",83,25
"9859",9859,"LUCK BY CHANCE","NR","Comedy, Mystery & Suspense",2009,"2h36m",80,67
